atclNo,cortarNo,atclNm,atclStatCd,rletTpCd,uprRletTpCd,rletTpNm,tradTpCd,tradTpNm,vrfcTpCd,flrInfo,prc,rentPrc,hanPrc,spc1,spc2,direction,atclCfmYmd,repImgUrl,repImgTpCd,repImgThumb,lat,lng,atclFetrDesc,tagList,bildNm,minute,sameAddrCnt,sameAddrDirectCnt,sameAddrHash,sameAddrMaxPrc,sameAddrMinPrc,cpid,cpNm,cpCnt,rltrNm,directTradYn,minMviFee,maxMviFee,etRoomCnt,tradePriceHan,tradeRentPrice,tradeCheckedByOwner,cpLinkVO,dtlAddrYn,dtlAddr,sameAddrMaxPrc2,sameAddrMinPrc2,sellrNm
2425715375,1147010300,목동센트럴아이파크위브,R0,A01,A01,아파트,A1,매매,OWNER,고/21,122000,0,"12억 2,000",110,84.97,남동향,24.05.26.,/20240526_36/land_naver_1716696245864tGlRV_JPEG/2024052612565476551_36628_rot.jpg,10,f130_98,37.516281,126.841535,"전세안고갭투,확장,시스템4,막힘없고일조권좋아요,생활편리선호단지,상태최상","['4년이내', '대단지', '방세개']",106동,0,2,0,24A01A1Ne8be899b2c90d70aba5a180f30b6da76e04c735b358491c0364020aaf2d03c7f,"12억 2,000","12억 2,000",sunbang,선방,2,해뜨는부동산공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'sunbang', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2426520291,1147010300,신목동파라곤,R0,A01,A01,아파트,B1,전세,DOC,1/18,55000,0,"5억 5,000",100,74.63,남서향,24.05.30.,,,,37.522944,126.844703,신혼부부.아이키우기좋은집.풀옵션.방범시스템＆사생활방지필름시공.지하철도보,"['2년이내', '1층', '방세개', '화장실두개']",101동,0,9,0,23A01B1N2a0422ded57a2f380dc198d57a7d0d1013bb37f3273e0ad59f7bd17d7f745bc6,"5억 5,000","5억 5,000",bizmk,매경부동산,4,롯데단지내 공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2425353875,1147010300,목동센트럴아이파크위브,R0,A01,A01,아파트,A1,매매,MOBL,저/16,101000,0,"10억 1,000",110,84.98,남향,24.05.24.,/20240524_215/land_naver_1716537728712DM4Kj_JPEG/KakaoTalk_20200520_161513958_02.jpg,10,f130_98,37.51659,126.845391,"전세안고매매,3베이,시스템에어컨,확장,신남초인접,채광굿","['4년이내', '대단지', '방세개']",302동,0,2,0,24A01A1N6746f5d206caf070df0553d5683e63b5e7170000946909658c1810d4549cbbac,"10억 1,000","10억 1,000",bizmk,매경부동산,2,명가공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2426550838,1147010300,우창(주상복합),R0,A01,A01,아파트,B1,전세,DOC,3/6,27200,0,"2억 7,200",95,82.61,북향,24.05.30.,,,,37.52071,126.841741,집넓고 내부상태좋아요  입주협의,"['25년이내', '융자금없는', '방세개', '화장실두개']",1동,0,1,0,,,,ten,텐컴즈,1,골드공인중개사,N,0,0,0,,0,False,"{'cpId': 'ten', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2426604308,1147010300,일반상가,R0,D02,D02,상가,B2,월세,DOC,4/6,10000,500,1억,314,240,북서향,24.05.31.,,,,37.51922,126.843847,가시성좋은자리 내부상태 깔끔 병의원 운동시설등 추천,"['25년이상', '융자금없는', '중층', '주차가능']",,0,1,0,,,,NEONET,부동산뱅크,1,초이스공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'NEONET', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2426567975,1147010300,우당,R0,A01,A01,아파트,B1,전세,DOC,12/17,40000,0,4억,112,83.43,남향,24.05.30.,/20240530_174/land_naver_171705792580337E8x_JPEG/KakaoTalk_20240530_154643035_06.jpg,10,f130_98,37.52302,126.84789,올수리 리모델링 신혼추천 저렴한전세 보증보험 및 안심대출가능 정남향,"['25년이상', '융자금없는', '올수리']",1동,0,1,0,,,,bizmk,매경부동산,1,이화공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2424637655,1147010300,단독,R0,C03,C03,단독/다가구,B2,월세,OWNER,1/2,5000,30,"5,000",52,46.39,남동향,24.05.20.,/20240520_7/land_naver_1716188675236DqBHj_JPEG/2C49D46F26AD4E16B3F551B3B3C05CF2.jpg,10,f130_98,37.520206,126.846388,"올 수리,즉시 입주 가능","['25년이상', '융자금없는', '올수리']",,0,1,0,,,,R114,부동산114,1,라임공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'R114', 'mobileArticleUrl': 'https://m.r114.com/?_c=redirect&_m=ArticleFromNbp&UID=', 'mobileArticleLinkTypeCode': 'ALL', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': True, 'mobileArticleLinkUseAtCpName': True}",N,,,,
2424638986,1147010300,"신정,신월뉴타운1-3구역",R0,F01,F01,재개발,A1,매매,OWNER,2/2,78000,0,"7억 8,000",71,82.28,,24.05.20.,,,,37.520489,126.845993,"현재 수정 사업시행인가 준비중,전세 안고,시공사 현대산업개발",[],,0,1,0,,,,R114,부동산114,1,라임공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'R114', 'mobileArticleUrl': 'https://m.r114.com/?_c=redirect&_m=ArticleFromNbp&UID=', 'mobileArticleLinkTypeCode': 'ALL', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': True, 'mobileArticleLinkUseAtCpName': True}",N,,,,
2424638600,1147010300,"신정,신월뉴타운1-3구역",R0,F01,F01,재개발,A1,매매,OWNER,2/2,65000,0,"6억 5,000",33,0,,24.05.20.,,,,37.520477,126.846179,"현재 수정 사업시행인가 준비중,시공사 현대산업개발,전세 안고",[],,0,1,0,,,,R114,부동산114,1,라임공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'R114', 'mobileArticleUrl': 'https://m.r114.com/?_c=redirect&_m=ArticleFromNbp&UID=', 'mobileArticleLinkTypeCode': 'ALL', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': True, 'mobileArticleLinkUseAtCpName': True}",N,,,,
2426594070,1147010300,목동센트럴아이파크위브,R0,A01,A01,아파트,A1,매매,DOCV2,저/19,110000,0,11억,110,84.98,남향,24.05.31.,/20240531_297/land_naver_1717119319550pBRCN_JPEG/KakaoTalk_20220830_145645472_04.jpg,10,f130_98,37.517187,126.842444,"33확장,에어컨,입주협의,주인거주,생활편리한동,예쁜뷰","['4년이내', '대단지', '방세개']",104동,0,1,0,,,,bizmk,매경부동산,1,백년이웃공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'bizmk', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
2424410834,1147010300,일반상가,R0,D02,D02,상가,B2,월세,NDOC1,2/4,5000,500,"5,000",251,231.39,북향,24.05.20.,,,,37.517348,126.841167,"I노블I해택지원I전용70,무권리,주차가능,렌트프리,월세,조율","['25년이상', '융자금적은', '중층', '주차가능']",,0,1,0,,,,NEONET,부동산뱅크,1,노블빌딩공인중개사사무소,N,0,0,0,,0,False,"{'cpId': 'NEONET', 'mobileArticleLinkTypeCode': 'NONE', 'mobileBmsInspectPassYn': 'Y', 'pcArticleLinkUseAtArticleTitle': False, 'pcArticleLinkUseAtCpName': False, 'mobileArticleLinkUseAtArticleTitle': False, 'mobileArticleLinkUseAtCpName': False}",N,,,,
