area,lat,lng,road_address,address
248,37.480519,127.064042,서울특별시 강남구 선릉로 8,서울 강남구 개포동 1280
249,37.481298,127.063955,서울특별시 강남구 선릉로 8,서울 강남구 개포동 1280
250,37.482462,127.056707,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
251,37.479955,127.056955,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
252,37.482494,127.058348,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
253,37.479955,127.056955,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
254,37.479794,127.060753,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
255,37.481919,127.057858,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
256,37.479332,127.058767,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
257,37.47849,127.059135,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
258,37.479729,127.059819,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
259,37.482121,127.05866,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
260,37.480519,127.064042,서울특별시 강남구 선릉로 8,서울 강남구 개포동 1280
261,37.480899,127.064522,서울특별시 강남구 선릉로 8,서울 강남구 개포동 1280
262,37.480544,127.064928,서울특별시 강남구 선릉로 8,서울 강남구 개포동 1280
263,37.48211,127.063507,서울특별시 강남구 선릉로 8,서울 강남구 개포동 1280
264,37.479218,127.06057,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
265,37.479955,127.056955,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
266,37.478749,127.058093,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
267,37.481329,127.063,서울특별시 강남구 선릉로 8,서울 강남구 개포동 1280
268,37.48211,127.063507,서울특별시 강남구 선릉로 8,서울 강남구 개포동 1280
269,37.477463,127.059699,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
270,37.481802,127.064267,서울특별시 강남구 선릉로 8,서울 강남구 개포동 1280
271,37.478083,127.059044,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
272,37.480899,127.064522,서울특별시 강남구 선릉로 8,서울 강남구 개포동 1280
273,37.479218,127.06057,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
274,37.478268,127.06136,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
275,37.4837,127.057794,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
276,37.482882,127.061213,서울특별시 강남구 선릉로8길 5,서울 강남구 개포동 166-4
277,37.478749,127.058093,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
278,37.481459,127.062483,서울특별시 강남구 선릉로 8,서울 강남구 개포동 1280
279,37.482494,127.058348,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
280,37.481802,127.064267,서울특별시 강남구 선릉로 8,서울 강남구 개포동 1280
281,37.481919,127.057858,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
282,37.481182,127.057478,서울특별시 강남구 개포로 310,서울 강남구 개포동 660-1
