atclNo,atclNm,rletTpNm,tradTpNm,flrInfo,prc,rentPrc,hanPrc,spc1,spc2,direction,lat,lng,atclFetrDesc,tagList,bildNm,town
2425345815,일반상가,상가,월세,1/22,5000,400,"5,000",75,57.76,서향,37.506283,127.09902,석촌호수 프랜차이즈 양도양수 매출 순수익 대박 상가 운영하실분,"['10년이내', '융자금없는', '1층', '주차가능']",,송파구 석촌동
2425368945,중소형사무실,사무실,월세,4/5,3000,180,"3,000",150,138,남서향,37.504853,127.101503,전용42 석촌동 사거리 도로옆 사무실 주차완비,"['25년이내', '융자금없는', '고층', '관리비20만원이하']",,송파구 석촌동
2425350000,빌라,빌라,월세,고/5,5000,170,"5,000",66,33.97,남동향,37.506346,127.104601,역세권 위치한 미니 테라스 있는 투룸 월세,"['2년이내', '융자금없는', '테라스']",,송파구 석촌동
2425341483,빌라,빌라,전세,고/7,11000,0,"1억 1,000",17,15.05,남서향,37.500612,127.098638,원룸 오픈형 풀옵션 승강기있음 보5천 월30반전세 가능,"['25년이내', '역세권', '화장실한개', '소형평수']",,송파구 석촌동
2423379772,중소형사무실,사무실,월세,3/8,2000,220,"2,000",92,92,남동향,37.505298,127.105515,석촌역 이면 전용28 EV 남향 깔끔한 사무실,"['25년이내', '융자금없는', '역세권', '중층']",,송파구 석촌동
2425111460,일반원룸,원룸,월세,저/5,1000,38,"1,000",29,19.8,북동향,37.505877,127.101523,도배완료 석촌호수라인 풀옵션 원룸,"['25년이내', '화장실한개', '소형평수']",,송파구 석촌동
2423443043,중소형사무실,사무실,월세,8/8,10000,550,1억,223,220,북동향,37.505636,127.106358,석촌역앞 대로 전용55 병의원 입지갑 초역세권,"['25년이상', '융자금없는', '역세권', '고층']",,송파구 석촌동
2423405820,단독,단독/다가구,매매,2/B1,383000,0,"38억 3,000",230,240.93,남향,37.507206,127.104087,석촌역인근 석촌호수가 가까운 2층 남향 단독주택 소형사옥 카페 신축부지,"['25년이상', '역세권', '소형평수', '방네개이상']",,송파구 석촌동
2423409177,일반상가,상가,월세,1/4,4000,220,"4,000",95,88,동향,37.50154,127.098557,석촌고분역인근 역세 전용25 시설완비 식당가능 점포,"['25년이상', '융자금없는', '역세권', '1층']",,송파구 석촌동
2423386787,기타,건물,매매,5/-,400000,0,40억,182,363.65,,37.500325,127.099419,OKO 신축주택 거주가능 수익용도,"['10년이내', '역세권']",,송파구 석촌동
2423405938,빌라,빌라,월세,5/5,10000,120,1억,61,55.75,남향,37.501924,127.10022,"구조 잘 빠진 3룸, 주차1대 가능, 입주 날짜 협의 가능","['15년이내', '역세권', '소형평수']",,송파구 석촌동
2423228072,중소형사무실,사무실,월세,2/4,4000,257,"4,000",129,105,동향,37.504084,127.105772,ON 사진有 석촌역 1분 초역세 주차가능 사무실,"['25년이상', '역세권', '중층', '주차가능']",,송파구 석촌동
2425252291,중소형사무실,사무실,월세,B1/5,3000,200,"3,000",128,105.78,북향,37.504338,127.09858,KD 최우수사무소 l 실사진O l 석촌고분역 깨끗한 사무실,"['25년이상', '역세권', '지하층', '주차가능']",,송파구 석촌동
2425319287,빌라,빌라,매매,2/5,43000,0,"4억 3,000",64,56.16,남동향,37.50569,127.102927,,"['25년이내', '역세권', '화장실한개']",,송파구 석촌동
2425253886,빌라,빌라,매매,고/5,48000,0,"4억 8,000",72,34.71,남서향,37.500741,127.104439,석촌동 방3 거실 빌라매매 입주가능 주차가능 내부수리됨,"['25년이내', '방세개', '화장실한개']",,송파구 석촌동
2425263137,빌라,빌라,월세,2/3,2000,80,"2,000",62,52.8,북향,37.501941,127.106043,주차 O 넓은 방 내부 깔끔 석촌역 도보 6분,"['25년이상', '역세권', '화장실한개']",,송파구 석촌동
2425306470,일반상가,상가,월세,3/5,2000,220,"2,000",102,90.35,북동향,37.505956,127.099492,,"['25년이상', '중층', '관리비10만원이하', '주차가능']",,송파구 석촌동
2425319594,중소형사무실,사무실,월세,2/8,2000,120,"2,000",51,37.35,,37.505664,127.105964,개인공방  작업실 추천,"['10년이내', '역세권', '지상층(1층제외)']",,송파구 석촌동
2425269943,일반상가,상가,월세,1/6,2000,190,"2,000",49,46.28,동향,37.503447,127.098632,실전용14 권리저렴 석촌호수앞라인 임대료저렴,"['25년이내', '융자금없는', '역세권', '1층']",,송파구 석촌동
2425287141,대형사무실,사무실,월세,4/5,4000,264,"4,000",208,208.98,남향,37.501,127.106012,60전용 O 현스터디카페 O 룸15실 O 가성비 임대,"['25년이상', '고층', '관리비20만원이하', '주차가능']",,송파구 석촌동
2425332471,단독,단독/다가구,매매,2/B1,230000,0,23억,186,249.27,남서향,37.501396,127.106182,"실입주 및 명도가능, 주변환경 좋은 단독주택 적극추천","['25년이상', '방네개이상', '화장실네개이상', '주차가능']",,송파구 석촌동
2425282025,일반상가,상가,월세,2/8,2000,120,"2,000",51,37.35,,37.505664,127.105964,,"['10년이내', '융자금없는', '역세권', '지상층(1층제외)']",,송파구 석촌동
2425332549,단독,단독/다가구,매매,2/B1,280000,0,28억,196,246.19,남향,37.503273,127.105862,"실입주 및 명도가능, 소형사옥, 근생, 신축, 리모델링 등 추천","['25년이상', '역세권', '소형평수', '방네개이상']",,송파구 석촌동
2425254109,빌라,빌라,매매,5/5,39000,0,"3억 9,000",56,51.2,북동향,37.503692,127.105299,2룸 거실개 세2억6천끼고 석촌역초역세권,"['25년이내', '역세권', '소형평수', '탑층']",,송파구 석촌동
2425307044,중소형사무실,사무실,월세,3/7,2000,220,"2,000",108,92.81,남동향,37.505298,127.105515,28전용 O 석촌역 O 룸2 구조의 깔끔한 사무실,"['25년이내', '융자금없는', '역세권', '중층']",,송파구 석촌동
2425254250,빌라,빌라,월세,3/5,2000,95,"2,000",44,36.54,동향,37.505877,127.101523,"깔끔한 투룸, 석촌역 7분 거리, 석촌호수 2분 거리","['25년이내', '화장실한개', '소형평수']",,송파구 석촌동
2425331267,빌라,빌라,월세,3/6,15000,50,"1억 5,000",18,18.95,서향,37.504037,127.099115,,"['10년이내', '융자금없는', '역세권', '소형평수']",,송파구 석촌동
2425301982,복합상가,상가,월세,2/22,3000,170,"3,000",86,35.7,남향,37.506093,127.098988,저렴한 상권 좋은 석촌호수가 2층 상가점포로  상가나 사무시로 모두 가능,"['10년이내', '지상층(1층제외)', '주차가능', '엘리베이터']",,송파구 석촌동
2425321294,석촌호수나인파크,오피스텔,월세,3/22,1000,110,"1,000",59,19.34,북서향,37.506293,127.098912,석촌호수 뷰 석촌호수 코 앞 복층형 오피스텔 사업자 가능,"['10년이내', '복층', '필로티']",A동,송파구 석촌동
2425291387,빌라,빌라,매매,1/4,76000,0,"7억 6,000",124,113.8,북향,37.504421,127.099198,석촌고분역 석촌호수 위치최고,"['25년이내', '역세권', '1층', '방네개이상']",,송파구 석촌동
2425302637,복합상가,상가,매매,1/22,138000,0,"13억 8,000",120,53.78,북향,37.506569,127.100388,저렴한 석촌호수가 카페거리 코너에 유동인구 많은 투자가치 양호한 급매믈건,"['10년이내', '1층', '급매', '주차가능']",,송파구 석촌동
2425166218,다가구,단독/다가구,매매,3/B1,370000,0,37억,202,476.32,북향,37.505431,127.098316,엘에스｜36억거래불가｜전체명도가능｜신축 또는 리모델링부지｜북대로접｜역세권,"['25년이상', '역세권', '방세개', '화장실한개']",,송파구 석촌동
2425165715,일반상가,상가,월세,1/4,2000,125,"2,000",33,33,서향,37.50612,127.104484,O전용10.석촌역인근.호수단길.먹자길목.코너상가O,"['25년이상', '융자금없는', '역세권', '1층']",,송파구 석촌동
2425239334,빌딩,건물,매매,9/B2,2500000,0,250억,465,2830.4,,37.506254,127.098598,석촌호수 뷰가 나오는 지가 상승 가능한 입지 좋은 상가,['25년이상'],,송파구 석촌동
2425164560,빌라,빌라,월세,5/6,10000,80,1억,38,28.52,동향,37.504037,127.099115,준신축 EV 주거분리 동향 밝고 깔끔 하시입주협의,"['10년이내', '융자금없는', '역세권', '화장실한개']",,송파구 석촌동
2425202923,빌라,빌라,매매,B1/4,22500,0,"2억 2,500",36,36.96,동향,37.504872,127.101134,,"['25년이상', '소형평수', '방두개']",,송파구 석촌동
2425228044,일반상가,상가,월세,2/3,3000,170,"3,000",108,105,북서향,37.500565,127.10613,"실사진O, 무권리, 상가 초밀집지역, 저렴한 월세, 금방 나갈 물건","['25년이상', '융자금없는', '중층', '주차가능']",,송파구 석촌동
2425151696,대,토지,매매,-,256000,0,"25억 6,000",188,0,,37.502743,127.105508,엘에스｜전체명도가능｜신축부지｜접한도로7M｜석촌역세권｜대단지아파트배후세대,['역세권'],,송파구 석촌동
2425182130,빌라,빌라,월세,5/5,5000,230,"5,000",42,33.27,남향,37.506346,127.104601,"롯데타워 뷰 테라스, 복층 쓰리룸 ","['2년이내', '융자금적은', '테라스']",,송파구 석촌동
2425146722,빌라,빌라,월세,5/5,5000,55,"5,000",-,13.16,동향,37.504137,127.100318,9호선 석촌고분역 역세권 풀옵션 원룸,"['10년이내', '탑층', '방한개']",,송파구 석촌동
2425170758,복합상가,상가,월세,2/22,5000,350,"5,000",54,54.27,북서향,37.506283,127.09902,석촌호수 서호 앞 유동많고 노출좋은 상가점포,"['10년이내', '융자금없는', '지상층(1층제외)', '주차가능']",,송파구 석촌동
2425195730,대,토지,매매,-,280000,0,28억,187,0,,37.500648,127.100469,엘에스｜전체명도가능｜신축부지｜접한도로 약6M｜공원인접｜생활권우수,[],,송파구 석촌동
2425204188,일반상가,상가,월세,1/5,5000,200,"5,000",74,66,동향,37.504713,127.098612,"석촌호수 상가밀집 지역, 도로변 노출도 최상","['25년이내', '융자금없는', '역세권', '1층']",,송파구 석촌동
2425228681,일반상가,상가,월세,1/3,3000,130,"3,000",27,27,북서향,37.500565,127.10613,"도로변 노출도 최상. 상가 초밀집 지역, 현 성업 중","['25년이상', '융자금없는', '1층', '관리비20만원이하']",,송파구 석촌동
2425148165,빌딩,건물,매매,6/B1,700000,0,70억,208,640.92,,37.505935,127.099358,엘에스｜임대수익용 꼬마빌딩｜석촌호수 이면｜북대로접｜역세권｜실입주가능,['25년이상'],,송파구 석촌동
2425172831,빌라,빌라,매매,5/5,34000,0,"3억 4,000",55,46.67,남향,37.500209,127.100409,,"['25년이내', '소형평수', '탑층']",,송파구 석촌동
